sender,receiver,amount,timestamp,is_mule,edge_role,ring_id,ring_type,split
UPI_01261,UPI_01423,4713.69,2025-01-01 07:06:31.000000,0,organic_payout,-1,organic,train
UPI_01608,UPI_01053,8650.0,2025-01-01 07:07:16.000000,0,organic_emi,-1,organic,train
UPI_02260,UPI_00901,20000.0,2025-01-01 07:09:40.000000,0,organic_emi,-1,organic,train
UPI_01107,UPI_00548,14636.11,2025-01-01 07:11:15.000000,0,organic_payout,-1,organic,train
UPI_01140,UPI_02789,12500.0,2025-01-01 07:11:24.000000,0,organic_emi,-1,organic,train
UPI_00551,UPI_01001,99.0,2025-01-01 07:12:42.000000,0,organic_subscription,-1,organic,train
UPI_01557,UPI_00861,441.17,2025-01-01 07:13:29.000000,0,organic_social,-1,organic,train
UPI_00232,UPI_02683,20500.0,2025-01-01 07:13:54.000000,0,organic_emi,-1,organic,train
UPI_01585,UPI_02916,19000.0,2025-01-01 07:15:54.000000,0,organic_emi,-1,organic,train
UPI_02694,UPI_02238,7450.0,2025-01-01 07:17:07.000000,0,organic_emi,-1,organic,train
UPI_00050,UPI_02040,16000.0,2025-01-01 07:18:50.000000,0,organic_emi,-1,organic,train
UPI_01955,UPI_02973,13000.0,2025-01-01 07:19:14.000000,0,organic_emi,-1,organic,train
UPI_02951,UPI_02853,13500.0,2025-01-01 07:20:34.000000,0,organic_emi,-1,organic,train
UPI_02217,UPI_02853,3200.0,2025-01-01 07:21:07.000000,0,organic_emi,-1,organic,train
UPI_00848,UPI_01066,14500.0,2025-01-01 07:21:16.000000,0,organic_emi,-1,organic,train
UPI_02338,UPI_02040,4000.0,2025-01-01 07:21:58.000000,0,organic_emi,-1,organic,train
UPI_02932,UPI_02789,8950.0,2025-01-01 07:23:14.000000,0,organic_emi,-1,organic,train
UPI_01558,UPI_02539,1427.39,2025-01-01 07:26:32.000000,0,organic_social,-1,organic,train
UPI_00446,UPI_00769,7609.32,2025-01-01 07:28:55.000000,0,organic_payout,-1,organic,train
UPI_00409,UPI_02438,5205.8,2025-01-01 07:28:57.000000,0,organic_social,-1,organic,train
UPI_01206,UPI_02916,11000.0,2025-01-01 07:29:52.000000,0,organic_emi,-1,organic,train
UPI_00253,UPI_01351,4800.0,2025-01-01 07:35:42.000000,0,organic_emi,-1,organic,train
UPI_01590,UPI_02891,897.68,2025-01-01 07:36:40.000000,0,organic_merchant,-1,organic,train
UPI_02879,UPI_00380,2870.85,2025-01-01 07:38:53.000000,0,organic_merchant,-1,organic,train
UPI_02122,UPI_01579,7300.0,2025-01-01 07:39:18.000000,0,organic_emi,-1,organic,train
UPI_01972,UPI_01390,5996.66,2025-01-01 07:42:17.000000,0,organic_forward,-1,organic,train
UPI_01421,UPI_01146,4186.07,2025-01-01 07:42:19.000000,0,organic_merchant,-1,organic,train
UPI_02712,UPI_02038,9350.0,2025-01-01 07:44:04.000000,0,organic_emi,-1,organic,train
UPI_01199,UPI_02109,4610.94,2025-01-01 07:44:54.000000,0,organic_social,-1,organic,train
UPI_01325,UPI_02071,3600.0,2025-01-01 07:45:06.000000,0,organic_emi,-1,organic,train
UPI_00920,UPI_00844,4800.0,2025-01-01 07:45:41.000000,0,organic_emi,-1,organic,train
UPI_01387,UPI_00635,3508.63,2025-01-01 07:46:28.000000,0,organic_social,-1,organic,train
UPI_01181,UPI_00966,85786.34,2025-01-01 07:46:52.000000,0,organic_oneoff,-1,organic,train
UPI_01431,UPI_01111,5300.0,2025-01-01 07:47:52.000000,0,organic_emi,-1,organic,train
UPI_01771,UPI_00048,203.3,2025-01-01 07:50:42.000000,0,organic_frequent,-1,organic,train
UPI_02191,UPI_00499,28337.27,2025-01-01 07:51:20.000000,0,organic_payout,-1,organic,train
UPI_02135,UPI_01600,5413.99,2025-01-01 07:51:26.000000,0,organic_merchant,-1,organic,train
UPI_00139,UPI_02946,419.77,2025-01-01 07:51:33.000000,0,organic_frequent,-1,organic,train
UPI_01377,UPI_00183,17500.0,2025-01-01 07:51:39.000000,0,organic_emi,-1,organic,train
UPI_01158,UPI_02621,16500.0,2025-01-01 07:53:15.000000,0,organic_emi,-1,organic,train
UPI_01186,UPI_00160,15500.0,2025-01-01 07:54:15.000000,0,organic_emi,-1,organic,train
UPI_01190,UPI_01066,3650.0,2025-01-01 07:56:16.000000,0,organic_emi,-1,organic,train
UPI_02120,UPI_02683,2200.0,2025-01-01 07:58:01.000000,0,organic_emi,-1,organic,train
UPI_02567,UPI_02916,17500.0,2025-01-01 07:59:03.000000,0,organic_emi,-1,organic,train
UPI_01563,UPI_00320,5562.56,2025-01-01 07:59:30.000000,0,organic_social,-1,organic,train
UPI_01909,UPI_00940,2635.81,2025-01-01 08:01:53.000000,0,organic_payout,-1,organic,train
UPI_02197,UPI_01154,2213.29,2025-01-01 08:02:52.000000,0,organic_social,-1,organic,train
UPI_00932,UPI_00396,509.43,2025-01-01 08:05:34.000000,0,organic_oneoff,-1,organic,train
UPI_00564,UPI_01928,1972.03,2025-01-01 08:10:06.000000,0,organic_merchant,-1,organic,train
UPI_02829,UPI_02301,299.0,2025-01-01 08:18:17.000000,0,organic_subscription,-1,organic,train
UPI_00612,UPI_02783,1147.42,2025-01-01 08:18:57.000000,0,organic_frequent,-1,organic,train
UPI_02893,UPI_01996,8588.71,2025-01-01 08:22:21.000000,0,organic_merchant,-1,organic,train
UPI_02012,UPI_00390,190.86,2025-01-01 08:22:52.000000,0,organic_oneoff,-1,organic,train
UPI_01969,UPI_01579,199.0,2025-01-01 08:23:10.000000,0,organic_subscription,-1,organic,train
UPI_02905,UPI_02218,351.62,2025-01-01 08:24:05.000000,0,organic_frequent,-1,organic,train
UPI_01153,UPI_01047,1324.66,2025-01-01 08:25:02.000000,0,organic_frequent,-1,organic,train
UPI_02088,UPI_02607,99.0,2025-01-01 08:25:55.000000,0,organic_subscription,-1,organic,train
UPI_01807,UPI_02617,69966.77,2025-01-01 08:27:55.000000,0,organic_oneoff,-1,organic,train
UPI_00158,UPI_02764,398.16,2025-01-01 08:28:04.000000,0,organic_frequent,-1,organic,train
UPI_02983,UPI_02017,3712.88,2025-01-01 08:28:55.000000,0,organic_social,-1,organic,train
UPI_00001,UPI_02177,1474.11,2025-01-01 08:39:36.000000,0,organic_oneoff,-1,organic,train
UPI_02401,UPI_00508,5863.49,2025-01-01 08:40:31.000000,0,organic_merchant,-1,organic,train
UPI_00258,UPI_02634,256.71,2025-01-01 08:41:33.000000,0,organic_frequent,-1,organic,train
UPI_02441,UPI_01160,14089.93,2025-01-01 08:41:51.000000,0,organic_merchant,-1,organic,train
UPI_01119,UPI_02728,3325.38,2025-01-01 08:44:34.000000,0,organic_social,-1,organic,train
UPI_02318,UPI_01454,236.97,2025-01-01 08:45:34.000000,0,organic_frequent,-1,organic,train
UPI_00236,UPI_00476,63225.27,2025-01-01 08:45:44.000000,0,organic_b2b_cycle,-1,organic,train
UPI_02549,UPI_00981,3909.88,2025-01-01 08:52:07.000000,0,organic_merchant,-1,organic,train
UPI_01328,UPI_01107,235.82,2025-01-01 08:52:52.000000,0,organic_merchant,-1,organic,train
UPI_02443,UPI_02457,617.49,2025-01-01 08:53:21.000000,0,organic_frequent,-1,organic,train
UPI_00692,UPI_00729,3149.59,2025-01-01 08:53:26.000000,0,organic_merchant,-1,organic,train
UPI_02413,UPI_00834,4544.25,2025-01-01 08:54:06.000000,0,organic_forward,-1,organic,train
UPI_02850,UPI_01057,3285.86,2025-01-01 08:54:35.000000,0,organic_merchant,-1,organic,train
UPI_02226,UPI_00100,228.75,2025-01-01 08:54:49.000000,0,organic_social,-1,organic,train
UPI_01335,UPI_00748,222.34,2025-01-01 08:56:53.000000,0,organic_frequent,-1,organic,train
UPI_02852,UPI_02106,745.72,2025-01-01 08:57:50.000000,0,organic_social,-1,organic,train
UPI_00657,UPI_02186,299.0,2025-01-01 08:58:53.000000,0,organic_subscription,-1,organic,train
UPI_01470,UPI_02090,1920.88,2025-01-01 08:59:09.000000,0,organic_social,-1,organic,train
UPI_01480,UPI_01243,6452.71,2025-01-01 08:59:09.000000,0,organic_social,-1,organic,train
UPI_02204,UPI_02690,6350.0,2025-01-01 09:00:08.000000,0,organic_rent,-1,organic,train
UPI_02336,UPI_02976,28500.0,2025-01-01 09:03:47.000000,0,organic_rent,-1,organic,train
UPI_02740,UPI_02344,19000.0,2025-01-01 09:04:23.000000,0,organic_rent,-1,organic,train
UPI_00274,UPI_01807,4197.56,2025-01-01 09:05:00.000000,0,organic_forward,-1,organic,train
UPI_00707,UPI_02923,17500.0,2025-01-01 09:05:28.000000,0,organic_rent,-1,organic,train
UPI_01320,UPI_01302,464.09,2025-01-01 09:05:29.000000,0,organic_frequent,-1,organic,train
UPI_02945,UPI_00188,12516.56,2025-01-01 09:06:15.000000,0,organic_merchant,-1,organic,train
UPI_01186,UPI_00776,94.22,2025-01-01 09:06:16.000000,0,organic_frequent,-1,organic,train
UPI_01973,UPI_00797,37735.83,2025-01-01 09:06:48.000000,0,organic_b2b_cycle,-1,organic,train
UPI_01932,UPI_00366,7664.14,2025-01-01 09:07:49.000000,0,organic_merchant,-1,organic,train
UPI_00846,UPI_01659,35000.0,2025-01-01 09:08:19.000000,0,organic_rent,-1,organic,train
UPI_02052,UPI_00714,7450.0,2025-01-01 09:08:49.000000,0,organic_rent,-1,organic,train
UPI_00830,UPI_00236,144901.66,2025-01-01 09:08:54.000000,0,organic_b2b_cycle,-1,organic,train
UPI_02545,UPI_01054,1117.37,2025-01-01 09:10:12.000000,0,organic_merchant,-1,organic,train
UPI_00043,UPI_02237,29000.0,2025-01-01 09:10:59.000000,0,organic_rent,-1,organic,train
UPI_01766,UPI_01980,4209.89,2025-01-01 09:11:13.000000,0,organic_social,-1,organic,train
UPI_00001,UPI_00390,6652.52,2025-01-01 09:12:34.000000,0,organic_oneoff,-1,organic,train
UPI_02351,UPI_01419,8550.0,2025-01-01 09:13:21.000000,0,organic_rent,-1,organic,train
UPI_00857,UPI_02353,26500.0,2025-01-01 09:13:33.000000,0,organic_rent,-1,organic,train
UPI_01701,UPI_00821,18500.0,2025-01-01 09:16:38.000000,0,organic_rent,-1,organic,train
UPI_01286,UPI_00700,998.93,2025-01-01 09:19:31.000000,0,organic_oneoff,-1,organic,train
UPI_02285,UPI_01795,99.0,2025-01-01 09:22:27.000000,0,organic_subscription,-1,organic,train
UPI_02034,UPI_01261,76.99,2025-01-01 09:24:12.000000,0,organic_frequent,-1,organic,train
UPI_00680,UPI_01264,23500.0,2025-01-01 09:25:43.000000,0,organic_rent,-1,organic,train
UPI_00343,UPI_00366,596.19,2025-01-01 09:25:52.000000,0,organic_merchant,-1,organic,train
UPI_01494,UPI_01550,5088.42,2025-01-01 09:27:50.000000,0,organic_merchant,-1,organic,train
UPI_00042,UPI_00970,4539.77,2025-01-01 09:29:20.000000,0,organic_merchant,-1,organic,train
UPI_00616,UPI_02108,29500.0,2025-01-01 09:30:00.000000,0,organic_rent,-1,organic,train
UPI_00545,UPI_02237,11500.0,2025-01-01 09:30:18.000000,0,organic_rent,-1,organic,train
UPI_02932,UPI_00526,6871.29,2025-01-01 09:31:02.000000,0,organic_social,-1,organic,train
UPI_00135,UPI_01539,57349.84,2025-01-01 09:31:54.000000,0,organic_b2b_cycle,-1,organic,train
UPI_01050,UPI_02710,32000.0,2025-01-01 09:34:18.000000,0,organic_rent,-1,organic,train
UPI_01305,UPI_00539,17500.0,2025-01-01 09:36:10.000000,0,organic_rent,-1,organic,train
UPI_01931,UPI_01496,34000.0,2025-01-01 09:37:26.000000,0,organic_rent,-1,organic,train
UPI_01501,UPI_00842,600.75,2025-01-01 09:39:55.000000,0,organic_frequent,-1,organic,train
UPI_00002,UPI_00508,377.45,2025-01-01 09:41:07.000000,0,organic_frequent,-1,organic,train
UPI_00578,UPI_00242,14978.3,2025-01-01 09:41:09.000000,0,organic_payout,-1,organic,train
UPI_02721,UPI_02046,28000.0,2025-01-01 09:42:36.000000,0,organic_rent,-1,organic,train
UPI_01406,UPI_00537,6869.45,2025-01-01 09:42:55.000000,0,organic_merchant,-1,organic,train
UPI_01970,UPI_02703,17000.0,2025-01-01 09:43:15.000000,0,organic_rent,-1,organic,train
UPI_01988,UPI_02203,27500.0,2025-01-01 09:44:22.000000,0,organic_rent,-1,organic,train
UPI_01112,UPI_01057,815.84,2025-01-01 09:45:11.000000,0,organic_frequent,-1,organic,train
UPI_01124,UPI_01442,31000.0,2025-01-01 09:45:40.000000,0,organic_rent,-1,organic,train
UPI_01970,UPI_00429,310.02,2025-01-01 09:47:08.000000,0,organic_frequent,-1,organic,train
UPI_00678,UPI_01261,1624.26,2025-01-01 09:50:17.000000,0,organic_merchant,-1,organic,train
UPI_01837,UPI_02916,799.0,2025-01-01 09:50:40.000000,0,organic_subscription,-1,organic,train
UPI_02831,UPI_01990,1936.95,2025-01-01 09:54:55.000000,0,organic_social,-1,organic,train
UPI_00149,UPI_02046,14500.0,2025-01-01 09:55:47.000000,0,organic_rent,-1,organic,train
UPI_01930,UPI_02917,22000.0,2025-01-01 09:56:23.000000,0,organic_rent,-1,organic,train
UPI_01527,UPI_02710,18500.0,2025-01-01 09:57:17.000000,0,organic_rent,-1,organic,train
UPI_02114,UPI_01475,799.0,2025-01-01 09:59:26.000000,0,organic_subscription,-1,organic,train
UPI_00429,UPI_02004,5227.46,2025-01-01 10:00:16.000000,0,organic_payout,-1,organic,train
UPI_02228,UPI_00670,102000.0,2025-01-01 10:00:43.000000,0,organic_salary,-1,organic,train
UPI_02008,UPI_02450,11950.82,2025-01-01 10:01:42.000000,0,organic_payout,-1,organic,train
UPI_02591,UPI_00215,75000.0,2025-01-01 10:02:30.000000,0,organic_salary,-1,organic,train
UPI_02591,UPI_02811,120000.0,2025-01-01 10:02:32.000000,0,organic_salary,-1,organic,train
UPI_02509,UPI_01061,112000.0,2025-01-01 10:02:51.000000,0,organic_salary,-1,organic,train
UPI_02974,UPI_00735,90000.0,2025-01-01 10:03:05.000000,0,organic_salary,-1,organic,train
UPI_00440,UPI_01370,478.8,2025-01-01 10:03:19.000000,0,organic_frequent,-1,organic,train
UPI_01446,UPI_02172,36000.0,2025-01-01 10:03:32.000000,0,organic_salary,-1,organic,train
UPI_02509,UPI_01840,49500.0,2025-01-01 10:04:24.000000,0,organic_salary,-1,organic,train
UPI_00185,UPI_02474,97500.0,2025-01-01 10:05:02.000000,0,organic_salary,-1,organic,train
UPI_01675,UPI_01034,28000.0,2025-01-01 10:05:43.000000,0,organic_salary,-1,organic,train
UPI_02376,UPI_00578,78.63,2025-01-01 10:06:51.000000,0,organic_frequent,-1,organic,train
UPI_00964,UPI_02737,91500.0,2025-01-01 10:07:04.000000,0,organic_salary,-1,organic,train
UPI_00304,UPI_01111,199.0,2025-01-01 10:07:21.000000,0,organic_subscription,-1,organic,train
UPI_01378,UPI_01047,1013.86,2025-01-01 10:07:33.000000,0,organic_merchant,-1,organic,train
UPI_01576,UPI_01776,723.33,2025-01-01 10:07:50.000000,0,organic_merchant,-1,organic,train
UPI_01585,UPI_01261,771.75,2025-01-01 10:07:51.000000,0,organic_frequent,-1,organic,train
UPI_01116,UPI_01216,20000.0,2025-01-01 10:08:22.000000,0,organic_salary,-1,organic,train
UPI_02509,UPI_01929,28000.0,2025-01-01 10:08:30.000000,0,organic_salary,-1,organic,train
UPI_00709,UPI_01011,23000.0,2025-01-01 10:08:52.000000,0,organic_salary,-1,organic,train
UPI_00058,UPI_00851,65500.0,2025-01-01 10:08:58.000000,0,organic_salary,-1,organic,train
UPI_01690,UPI_01106,75500.0,2025-01-01 10:09:32.000000,0,organic_salary,-1,organic,train
UPI_01219,UPI_02320,115500.0,2025-01-01 10:09:45.000000,0,organic_salary,-1,organic,train
UPI_01219,UPI_00225,68500.0,2025-01-01 10:10:07.000000,0,organic_salary,-1,organic,train
UPI_02591,UPI_02751,116500.0,2025-01-01 10:10:18.000000,0,organic_salary,-1,organic,train
UPI_01455,UPI_00974,110000.0,2025-01-01 10:11:05.000000,0,organic_salary,-1,organic,train
UPI_01911,UPI_02928,4788.05,2025-01-01 10:11:53.000000,0,organic_social,-1,organic,train
UPI_00145,UPI_01702,127000.0,2025-01-01 10:12:09.000000,0,organic_salary,-1,organic,train
UPI_01452,UPI_00923,41000.0,2025-01-01 10:12:50.000000,0,organic_salary,-1,organic,train
UPI_01219,UPI_01926,33000.0,2025-01-01 10:13:39.000000,0,organic_salary,-1,organic,train
UPI_01446,UPI_01252,128500.0,2025-01-01 10:14:16.000000,0,organic_salary,-1,organic,train
UPI_00185,UPI_00092,25500.0,2025-01-01 10:15:11.000000,0,organic_salary,-1,organic,train
UPI_01455,UPI_01636,96000.0,2025-01-01 10:15:15.000000,0,organic_salary,-1,organic,train
UPI_02119,UPI_02418,11912.8,2025-01-01 10:15:51.000000,0,organic_social,-1,organic,train
UPI_00709,UPI_00682,138500.0,2025-01-01 10:16:16.000000,0,organic_salary,-1,organic,train
UPI_01634,UPI_02207,3304.19,2025-01-01 10:16:39.000000,0,organic_social,-1,organic,train
UPI_02601,UPI_00382,61500.0,2025-01-01 10:16:49.000000,0,organic_salary,-1,organic,train
UPI_00036,UPI_02643,137500.0,2025-01-01 10:16:49.000000,0,organic_salary,-1,organic,train
UPI_01528,UPI_00981,225.43,2025-01-01 10:17:15.000000,0,organic_frequent,-1,organic,train
UPI_00887,UPI_01287,31500.0,2025-01-01 10:17:31.000000,0,organic_salary,-1,organic,train
UPI_01675,UPI_01525,105000.0,2025-01-01 10:17:41.000000,0,organic_salary,-1,organic,train
UPI_01295,UPI_02619,286.32,2025-01-01 10:18:31.000000,0,organic_merchant,-1,organic,train
UPI_00723,UPI_02590,39000.0,2025-01-01 10:18:49.000000,0,organic_salary,-1,organic,train
UPI_02402,UPI_00390,522.21,2025-01-01 10:19:50.000000,0,organic_frequent,-1,organic,train
UPI_01116,UPI_01285,30000.0,2025-01-01 10:19:55.000000,0,organic_salary,-1,organic,train
UPI_01446,UPI_00465,88500.0,2025-01-01 10:20:04.000000,0,organic_salary,-1,organic,train
UPI_00723,UPI_00105,116500.0,2025-01-01 10:21:35.000000,0,organic_salary,-1,organic,train
UPI_02591,UPI_00438,50000.0,2025-01-01 10:24:22.000000,0,organic_salary,-1,organic,train
UPI_01584,UPI_00088,75500.0,2025-01-01 10:24:22.000000,0,organic_salary,-1,organic,train
UPI_01857,UPI_01569,132000.0,2025-01-01 10:24:46.000000,0,organic_salary,-1,organic,train
UPI_00723,UPI_02311,66500.0,2025-01-01 10:25:09.000000,0,organic_salary,-1,organic,train
UPI_00321,UPI_01266,5576.39,2025-01-01 10:26:35.000000,0,organic_social,-1,organic,train
UPI_01690,UPI_01070,80500.0,2025-01-01 10:26:39.000000,0,organic_salary,-1,organic,train
UPI_00185,UPI_01167,61000.0,2025-01-01 10:28:35.000000,0,organic_salary,-1,organic,train
UPI_02122,UPI_00443,3388.84,2025-01-01 10:28:44.000000,0,organic_social,-1,organic,train
UPI_02452,UPI_02003,320.34,2025-01-01 10:29:07.000000,0,organic_merchant,-1,organic,train
UPI_01948,UPI_01723,11826.69,2025-01-01 10:30:18.000000,0,organic_forward,-1,organic,train
UPI_02059,UPI_01458,2549.44,2025-01-01 10:30:20.000000,0,organic_social,-1,organic,train
UPI_01063,UPI_01322,2153.5,2025-01-01 10:30:21.000000,0,organic_merchant,-1,organic,train
UPI_01767,UPI_02977,279.6,2025-01-01 10:31:12.000000,0,organic_frequent,-1,organic,train
UPI_00446,UPI_00182,1602.64,2025-01-01 10:31:20.000000,0,organic_oneoff,-1,organic,train
UPI_02781,UPI_01196,63000.0,2025-01-01 10:31:43.000000,0,organic_salary,-1,organic,train
UPI_01446,UPI_00311,101000.0,2025-01-01 10:31:44.000000,0,organic_salary,-1,organic,train
UPI_02591,UPI_01236,22500.0,2025-01-01 10:31:56.000000,0,organic_salary,-1,organic,train
UPI_02604,UPI_02301,649.0,2025-01-01 10:32:13.000000,0,organic_subscription,-1,organic,train
UPI_01802,UPI_01475,199.0,2025-01-01 10:32:20.000000,0,organic_subscription,-1,organic,train
UPI_02974,UPI_00559,23500.0,2025-01-01 10:32:49.000000,0,organic_salary,-1,organic,train
UPI_02012,UPI_01333,126500.0,2025-01-01 10:33:02.000000,0,organic_salary,-1,organic,train
UPI_01584,UPI_00402,85000.0,2025-01-01 10:33:36.000000,0,organic_salary,-1,organic,train
UPI_02221,UPI_02470,9327.56,2025-01-01 10:34:10.000000,0,organic_social,-1,organic,train
UPI_01324,UPI_00077,732.39,2025-01-01 10:34:32.000000,0,organic_oneoff,-1,organic,train
UPI_02159,UPI_00835,3055.87,2025-01-01 10:34:43.000000,0,organic_social,-1,organic,train
UPI_02320,UPI_00544,450.88,2025-01-01 10:34:47.000000,0,organic_frequent,-1,organic,train
UPI_02974,UPI_02863,88500.0,2025-01-01 10:34:54.000000,0,organic_salary,-1,organic,train
UPI_00098,UPI_01031,34000.0,2025-01-01 10:36:14.000000,0,organic_salary,-1,organic,train
UPI_00987,UPI_02805,2018.64,2025-01-01 10:36:45.000000,0,organic_merchant,-1,organic,train
UPI_02818,UPI_00380,840.66,2025-01-01 10:36:58.000000,0,organic_merchant,-1,organic,train
UPI_01658,UPI_02488,28500.0,2025-01-01 10:37:57.000000,0,organic_salary,-1,organic,train
UPI_01201,UPI_00160,149.0,2025-01-01 10:38:31.000000,0,organic_subscription,-1,organic,train
UPI_02974,UPI_01233,85000.0,2025-01-01 10:38:44.000000,0,organic_salary,-1,organic,train
UPI_00866,UPI_02966,895.58,2025-01-01 10:39:08.000000,0,organic_merchant,-1,organic,train
UPI_01658,UPI_01749,136500.0,2025-01-01 10:39:24.000000,0,organic_salary,-1,organic,train
UPI_02595,UPI_00200,879.94,2025-01-01 10:39:33.000000,0,organic_frequent,-1,organic,train
UPI_02673,UPI_01009,4310.11,2025-01-01 10:40:37.000000,0,organic_merchant,-1,organic,train
UPI_00723,UPI_00167,40000.0,2025-01-01 10:40:48.000000,0,organic_salary,-1,organic,train
UPI_00723,UPI_00223,109500.0,2025-01-01 10:41:01.000000,0,organic_salary,-1,organic,train
UPI_01455,UPI_01837,102000.0,2025-01-01 10:41:07.000000,0,organic_salary,-1,organic,train
UPI_01690,UPI_01936,94000.0,2025-01-01 10:41:33.000000,0,organic_salary,-1,organic,train
UPI_01252,UPI_02917,41000.0,2025-01-01 10:41:35.635156,0,organic_burst,-1,organic,train
UPI_01208,UPI_00937,38500.0,2025-01-01 10:43:00.000000,0,organic_salary,-1,organic,train
UPI_01690,UPI_02154,72500.0,2025-01-01 10:43:22.000000,0,organic_salary,-1,organic,train
UPI_01259,UPI_01541,2074.54,2025-01-01 10:43:58.000000,0,organic_social,-1,organic,train
UPI_01658,UPI_00755,117000.0,2025-01-01 10:44:03.000000,0,organic_salary,-1,organic,train
UPI_02974,UPI_01437,69500.0,2025-01-01 10:45:15.000000,0,organic_salary,-1,organic,train
UPI_00098,UPI_00692,72500.0,2025-01-01 10:45:16.000000,0,organic_salary,-1,organic,train
UPI_00058,UPI_00784,65000.0,2025-01-01 10:45:26.000000,0,organic_salary,-1,organic,train
UPI_02952,UPI_01410,992.01,2025-01-01 10:46:19.000000,0,organic_frequent,-1,organic,train
UPI_00453,UPI_02474,4724.76,2025-01-01 10:46:25.000000,0,organic_social,-1,organic,train
UPI_00346,UPI_01625,22275.31,2025-01-01 10:47:09.000000,0,organic_payout,-1,organic,train
UPI_01455,UPI_02010,101000.0,2025-01-01 10:47:15.000000,0,organic_salary,-1,organic,train
UPI_02974,UPI_02758,44000.0,2025-01-01 10:47:28.000000,0,organic_salary,-1,organic,train
UPI_02601,UPI_01217,39000.0,2025-01-01 10:48:48.000000,0,organic_salary,-1,organic,train
UPI_00098,UPI_01881,40000.0,2025-01-01 10:48:54.000000,0,organic_salary,-1,organic,train
UPI_02591,UPI_02221,126000.0,2025-01-01 10:49:13.000000,0,organic_salary,-1,organic,train
UPI_01584,UPI_02741,39000.0,2025-01-01 10:49:40.000000,0,organic_salary,-1,organic,train
UPI_00723,UPI_01947,126000.0,2025-01-01 10:49:41.000000,0,organic_salary,-1,organic,train
UPI_00659,UPI_00389,7279.81,2025-01-01 10:49:43.000000,0,organic_social,-1,organic,train
